CountryCode,SeriesCode,DESCRIPTION
"SWZ","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"SWZ","MS.MIL.XPND.GD.ZS","1977-1995, 2008,  2010-2011 & 2015-2021 SIPRI estimates."
"SWZ","IT.NET.USER.ZS","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"SWZ","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"SXM","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2006: Source: Central Bank of the Netherlands Antilles - Including the estimates for Saba and Saint Eustatius."
"SXM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"SXM","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SXM","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SXM","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"SXM","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2006: Source: Central Bank of the Netherlands Antilles - Including the estimates for Saba and Saint Eustatius."
"SXM","SP.POP.GROW","Data source: Department of Statistics, St. Maarten; United Nations World Population Prospects"
"SXM","SP.DYN.CDRT.IN","Data source: Department of Statistics, St. Maarten; United Nations World Population Prospects; United Nations Population and Vital Statistics Report"
"SXM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"SXM","SP.POP.TOTL","Data source: Department of Statistics, St. Maarten; United Nations World Population Prospects"
"SXM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"SXM","SP.DYN.CBRT.IN","Data source: Department of Statistics, St. Maarten; United Nations World Population Prospects; United Nations Population and Vital Statistics Report"
"SXM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"SXM","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SXM","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"SXM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"SXM","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SYC","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SYC","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"SYC","IT.NET.USER.ZS","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development."
"SYC","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"SYC","IT.NET.BBND.P2","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development."
"SYC","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SYC","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"SYC","IT.CEL.SETS.P2","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development."
"SYC","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SYC","SP.POP.TOTL","Data source: National Bureau of Statistics"
"SYC","SP.DYN.LE00.FE.IN","Data source: National Bureau of Statistics"
"SYC","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SYC","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SYC","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"SYC","IT.NET.BBND","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development."
"SYC","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"SYC","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"SYC","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"SYC","IT.MLT.MAIN.P2","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development."
"SYC","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"SYC","IT.MLT.MAIN","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development."
"SYC","SP.DYN.CBRT.IN","Data source: National Bureau of Statistics"
"SYC","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SYC","SP.DYN.TFRT.IN","Data source: National Bureau of Statistics"
"SYC","IT.CEL.SETS","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development."
"SYC","SP.DYN.LE00.MA.IN","Data source: National Bureau of Statistics"
"SYC","SP.DYN.CDRT.IN","Data source: National Bureau of Statistics"
"SYC","DT.DOD.DSTC.CD","Data on short-term debt on original maturity basis are World Bank staff estimates, based on the BIS data on international bank lending. Unless otherwise specified in the years."
"SYC","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"SYC","SP.POP.GROW","Data source: National Bureau of Statistics"
"SYR","NY.GDP.PCAP.PP.KD","Estimates are based on regression."
"SYR","MS.MIL.XPND.ZS","1960-1969 & 1986-1992 SIPRI estimates."
"SYR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SYR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SYR","IT.MLT.MAIN","Syrian Telecommunications Establishment (STE)."
"SYR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"SYR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SYR","IT.NET.BBND.P2","Syrian Telecommunications Establishment (STE)."
"SYR","NE.CON.PRVT.PP.KD","Estimates are based on regression."
"SYR","MS.MIL.XPND.GD.ZS","1960-1969 & 1986-1992 SIPRI estimates."
"SYR","NE.CON.PRVT.PP.CD","Estimates are based on regression."
"SYR","NY.GDP.PCAP.PP.CD","Estimates are based on regression."
"SYR","NY.GDP.MKTP.PP.CD","Estimates are based on regression."
"SYR","IT.CEL.SETS.P2","Syrian Telecommunications Establishment (STE)."
"SYR","NY.GDP.MKTP.PP.KD","Estimates are based on regression."
"SYR","NY.GNP.MKTP.PP.CD","Estimates are based on regression."
"SYR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"SYR","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"SYR","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"SYR","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"SYR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SYR","NY.GNP.PCAP.PP.KD","Estimates are based on regression."
"SYR","SM.POP.REFG","Figures include Palestinian refugees under the mandate of the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) which are not included in statistics from the United Nations Office of the High Commissioner for Refugees (UNHCR)."
"SYR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"SYR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"SYR","IT.CEL.SETS","Syrian Telecommunications Establishment (STE)."
"SYR","MS.MIL.XPND.CN","1960-1969 & 1986-1992 SIPRI estimates."
"SYR","SP.POP.GROW","Data source: United Nations World Population Prospects"
"SYR","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. The estimates for the Syrian Arab Republic include Palestinian refugees registered by UNRWA."
"SYR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"SYR","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"SYR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"SYR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"SYR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
